description,description_id
"Precio negociable: si Color : Negro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Ford en buen estado, rines originales, dos puertas",109
"Color : Rojo. Interesados Illamarme  . Version FULL EXTRAS 2013. Vendo NO cambios. Muestro en San Miguel. Motor 1.4 de 4 cilindros TURBO. Economico y Potente . Economia en consumo de combustible. Ideal para paseos en familia . Estilo Sedan 4 puertas + Baul espacioso. Transmision Manual 6 velocidades + Retroceso. Aire Acondicionado Heladito. Pantalla Tactil . Sonido Alpine potente Premium . USB , AUX , CD ,  AV , SD. Doble salida de escape. Apoya cabezas en todos los asientos. Tablero con luces Neon regulables. Camara de Retroceso. Vidrios y espejos electricos . Mandos al Timon . Frenos ABS . Bateria LTH HI TECH nueva. Baul Espacioso con su llanta de repuesto, mica y quita tuercas. Vidrios Polarizados . Mantenimientos al dia . Aceite de caja nuevo . Aceite de motor nuevo . Bujias nuevas . Sin fugas ni liqueos . Llantas perfil ancho casi nuevas. Ya solo esta de subirse . Motor parejito y suave . Sin pilotos encendidos.",110
Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vehiculo tipo sedan Año 2016 con mantenimiento al dia realizado en diciembre 2022. FULL EXTRAS Motor GDI 1.6 Automatico Secuencial. Mandos al timon mas Alarma de fabrica Control de llave original y Cierre Central Frenos de disco excelente estado en 4 llantas Sistema ABS Sistema ECO Cd player de fabrica con bluetooh Usb y auxiliar Vidrios y espejos electricos Aire acondicionado excelente No tiene ninguna falla y sus codigos estan bien. SE MUESTRA EN GASOLINERAS UNO ENTRADA A QUEZALTEPEQUE Y EN GASOLINERA TEXACO DE REDONDEL INTEGRACION Y PUEDE TRAER SU MECANICO PARA VERIFICAR QUE NO TIENE DETALLES MECANICOS. OFERTA PARA QUE SE LO LLEVE $ 8.500.00,111
"Color : NEGRO YA TIENE PLACAS WhatsApp o Telegram No se aceptan cambios o vehículos a cuenta $11,000 Motor 2.0 Bolsas frontales intactas Entrada con llave de proximidad con botón de arranque Alfombras de habitáculo originales Alfombra de baúl rígida y flexible reversible para todo clima Techo corredizo y inclinable eléctrico de vidrio Luces de circulación diurna LED Espejo retrovisor con atenuación automática con brújula y HomeLink Volante forrado en cuero y palanca de cambios Temperatura automática de doble zona control con desempañador automático Luces de aproximación de la manija de la puerta Baúl inteligente manos libres Asientos delanteros con calefacción Espejos de cortesía iluminados con extensiones de parasol Ventana de subida automática del conductor con un solo toque Bolsillo en el respaldo del asiento del pasajero delantero Detección de punto ciego con Alerta de tráfico cruzado trasero y Asistente de cambio de carril Cámara retrovisor con guías de dirección de estacionamiento Pantalla táctil de 7 AM/FM/XM/MP3 sistema de audio con 6 parlantes Llantas de aleación de 16 con neumáticos 205/55R16 Frenos de disco frontales y posteriores Android auto y Apple car Portavasos en la consola central trasera Burbujas en ventanas laterales Llanta de repuesto con herramientas de cambio",112
Precio negociable: si Color : Gris 4 puertas. automatico,113
Precio negociable: si Color : CELESTE METALICO DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENDO O CAMBIO HYUNDAI ACCENT 2014 66MIL MILLAS AIRE FUNCIONADO 0 CHEK SUPENCION Y DIRECCION EN BUEN ESTADO ALARMA ORIGINAL CIERRE CENTRAL 2 MODOS DE MANEJO CONTROL DE ESTABILIDAD VIDRIOS Y RETROVISORES ELECTRICOS DETALLES MINIMO DE BOMPER LADO DERECHO PUEDO ACEPTAR CAMBIO Y OFREZCO BUEN RIBETE POR OTRO,114
"Color : Blanco Se vende Mitsubishi G4 2018. Automático A/C. Bolsas buenas, cero código. 60,000 millas. Color blanco. Motor 1.2 Cámara de retroceso, paquete eléctrico En perfectas condiciones. Precio $8,800",115
"Color : Cafe DESCRIPCIÓN CALIFICACIONES SEGURIDAD Mantenimiento al dia, nitido",116
"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: no Color : AZUL MITSUBISHI LANCER 2015, MOTOR 2.0, AUTOMÁTICO, VIDRIOS Y ESPEJOS ELECTRICOS, CONTROLES DE AUDIO AL VOLANTE, BLUETOOTH, BOLSAS BUENAS, ARRANCA Y CAMINA… $6,975 FIJOS!! INGRESA A ADUANA RANSA ULTIMA SEMANA DE MARZO PUEDES RESERVAR !! MAYOR INFORMACIÓN O RESERVAS",117
"Color : Negro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Ford en buen estado, rines originales, dos puertas",118
"Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD NIssan Sentra full extras, aire nítido, en perfecto estado, motor 1.8, tres modos de manejo, eco drive para el ahorro de combustible, negociable",119
"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Versa 2013 en perfecto estado, cero fugas, vidrios electricos, aire helado, cero códigos, bolsas buenas, muy económico. Con cambios de aceite y bujías reciente, aceite de caja y filtros. solo de subirse. millas originales.",120
"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : GRIS DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD ¡VEHÍCULO YA CON PLACAS LISTAS! CHEVROLET SPARK 2016 STANDAR $7,500.00 (02) Para mayor información puede comunicarse al por medio de llamada o WhatsApp. Link pagina web: CARACTERÍSTICAS: - Arranca y rueda. - 75,005 KILOMETROS actuales. - Vehiculo de agencia. - Bolsas buenas. - Llave presente. - Vidrios frontales electricos. - Transmisión manual. - Motor 1.2 L de 4 CIL. - Barras de techo. - Rines especiales. - Halógenos. PRECIO: $7,500.00 FUERA DE ADUANA PARA MAYOR INFORMACIÓN COMUNICARSE AL TELÉFONO O WHATSAPP: / . #sedan #importaciondevehiculos #carros #ventadevehiculos #venta #importacion #ventacarros #Chevrolet #chevrolet #chevroletspark #chevroletspark #spark",121
"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Kia forte 2015, motor 1.8, mandos al timon, a toda prueba mecánica",122
"Color : Azul FINANCIAMIENTO BONITO y ECONÓMICO MITSUBISHI MIRAGE 2020, con olor a NUEVO todas las BOLSAS BUENAS, como pocos autos 20 mil millas REALES MOTOR 1.2 Excelente para ahorrar gasolina Recién importado placas nuevas blancas PANTALLA ANDROID grande sometidos a toda prueba mecánica pintura, tapicería y A/C nítidos FINANCIAMIENTO DISPONIBLE $3 MIL DE PRIMA CUOTAS $ 290 MAS SEGUNDO Y GPS información",123
Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Kilometraje: 75362,124
"Financiamiento: no Precio negociable: si Color : Ocre Año: 2001 Motor: 1.8 Color: Ocre Polarizado Millas: 121580 Cuatro puertas Vidrios automaticos Automatico No calienta Tablero funcionando Sistema de transmisión funcionando al 100, reciente cambio de aceite de caja y motor. Detalles: -Aire a revisar (sistema completo) -Detalles de pintura -Parabrisas -pendiente cambio empaque de punteria",125
"Color : NEGRO YA TIENE PLACAS WhatsApp o Telegram No se aceptan cambios o vehículos a cuenta $11,500 Motor 2.0 Bolsas frontales intactas Entrada con llave de proximidad con botón de arranque Alfombras de habitáculo originales Alfombra de baúl rígida y flexible reversible para todo clima Techo corredizo y inclinable eléctrico de vidrio Luces de circulación diurna LED Espejo retrovisor con atenuación automática con brújula y HomeLink Volante forrado en cuero y palanca de cambios Temperatura automática de doble zona control con desempañador automático Luces de aproximación de la manija de la puerta Baúl inteligente manos libres Asientos delanteros con calefacción Espejos de cortesía iluminados con extensiones de parasol Ventana de subida automática del conductor con un solo toque Bolsillo en el respaldo del asiento del pasajero delantero Detección de punto ciego con Alerta de tráfico cruzado trasero y Asistente de cambio de carril Cámara retrovisor con guías de dirección de estacionamiento Pantalla táctil de 7 AM/FM/XM/MP3 sistema de audio con 6 parlantes Llantas de aleación de 16 con neumáticos 205/55R16 Frenos de disco frontales y posteriores Android auto y Apple car Portavasos en la consola central trasera Burbujas en ventanas laterales Llanta de repuesto con herramientas de cambio",126
"Precio negociable: si Color : Negro **Mazda 3 con detalles de tapicería y pintura como puede apreciar en las fotografías. **El problema es un temblor en el motor posiblemente sea un soporte de caja o motor, y aire a revisar. Y por el trabajo no puedo ir a revisar. **Motor 2.0 **Automático **Negociable **Llantas 70% ** **Traspaso Directo ** Negociable",127
"Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo toyota corolla 2017, con todos sus mantenimientos al dia, funciona al 100% cero fallas, muestro unicamente en san salvador. Perfecto estado Puede traer su mecanico si gusta.",128
"Precio negociable: si Vendo kia río 2018 en optimas condiciones 51,000 millas. Mantenimiento al día 3 modos de manejo (automático, sport y secuencial A/C en perfecto estado Motor 1.6 A toda prueba Traspaso directo Pintura aceptable Cierre central Precio poco negociable cualquier duda quedó a la orden",129
Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD A toda prueba Detalles superficiales en pintura Aire al 100% Llantas al 80% Dos ventanas no bajan ni suben Se deja a precio para arreglar detalles. Traspaso Directo Puede hacer las pruebas que desee,130
Financiamiento: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD,131
"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD NEGOCIABLE • Motor 2.0 • 112,000 millas • A/C funcionando Excelente • Polarizado reciente • Cambio de aceite de motor reciente • Cierre central • Ajuste de asiento eléctrico • Frenos en excelente estado • Llantas Americanas en buen estado • Controles en el volante",132
DESCRIPCIÓN CALIFICACIONES SEGURIDAD NEGOCIABLE,133
"Precio negociable: si Color : Blanco Perla DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende 2014 Hyundai sonata GLS Top of the Line. En optimas condiciones... Rines especiales, Panoramic Vista Roof... Acientos de cueros. Push To Start Boton de arranque.... etc, etc $6 950 precio negociable... interesados llamar a Julio",134
"Precio negociable: no DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra 2013 automático Motor sin fallas, sin fugas ni ruidos Todas sus bolsas buenas Cero piloto encendido A/C nítido Traspaso directo $6200 FIJOS Muestro en gasolinera Texaco de San Rafael Cedros",135
Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD pantalla táctil tapicería en buen estado,136
"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra 2013 automático Sin fallas ni ruidos, tapicería nítida, aire nítido. Todo en excelente estado. Súper económico. $6200 FIJOS Traspaso directo. Muestro en la gasolinera Texaco de San Rafael Cedros.",137
DESCRIPCIÓN CALIFICACIONES SEGURIDAD NEGOCIABLE,138
Financiamiento: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD FORTE 2016. solo 34mil millas arranca y camina muy poco golpe. entra a aduana a finales de abril . estara reparado a mediados de mayo. prima 1500. solo para entusiastas y emprendedores que ademas de su trabajo formal se dedican a uber/idriver o cash 8300 fijos,139
"Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD NISSAN VERSA 2017 1.6 AUTOMATICO, YA CON PLACAS. 78,000 MILLAS EN OPTIMAS CONDICIONES, CERO CODIGOS ENCENDIDOS, BOLSAS FRONTALES BUENAS. TRATO DIRECTO, VIDRIOS Y ESPEJOS ELECTRICOS, AIRE ACONDICIONADO FUNCIONANDO AL 100% YA POLARIZADO SOLO DE SUBIRSE, PRECIO NEGOCIABLE.",140
"Precio negociable: si Color : Negro perlado COROLLA 2018, con tan solo 39mil millas comprobables, EN MUY BUENAS CONDICIONES , tapiceria nitida, no chek,caja y motor a toda prueba, muchas extras , full electrico, mandos al timon , frente 2019 con halogenos led, pantalla , camara, cola de pato, aire a/c al 100% , TRATO DIRECTO CON IMPORTADOR , NEGOCIABLES . NO INTERMEDIARIOS . NO SE COMPLIQUE CALIDAD DE CARRO CON BAJO MILLAJE. se muestra en san salvador en . despenza don juan las terrazas, metrocentro, o taller ubicado por mercado san miguelito. . $$$ VEHALO ES NEGOCIABLE .",141
"Color : Azul Vendo Mitsubishi Lancer 2017 Full Extras. Color azul. Cámara de retroceso, automático. Con rines. En perfectas condiciones. Cero código. A toda prueba. $8,700",142
Financiamiento: no Precio negociable: si Color : Blanco Mayor información llamar Tel: WhatsApp :,143
"Precio negociable: no Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra 2013 automático Sin fallas mecánicas. Motor económico 1.8 Tapicería nítida. Todo en excelente estado. A/C nítido. Sin ruidos ni fugas. No gasta agua ni aceite. Pintura aceptable. Tarjeta al día, traspaso directo. Muestro en la Gasolinera Texaco de San Rafael Cedros.",144
"Precio negociable: si Color : Rojo Vendo Chevrolet Celta 2003, súper económico, manual; en excelentes condiciones tanto interior como exterior, todo funciona 10., No tiene ninguna falla. Pido $3500; pero es poco negociable Información:",145
"Financiamiento: no Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vehículo de 4 puertas más el baúl, A/C no funciona. Lo demás todo bien. Detalles estéticos. Tapicería en buen estado. CD player.",146
Garantía: Como es visto no hay garantía Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Llantas nuevas Polarizado Aire acondicionado Frenos en buen estado Llanta de repuesto y mica Pilotos de tablero sin problemas Luces funcionando al 100% Transmisión automática Vidrios eléctricos Cámaras trasera Pantalla central Cambio de aceite de motor y caja recientes Bolsas de aire intactas Suspensión 100% A toda prueba !!!,147
"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Buen estado en general. Detalles de tapicería, pintura y vidrios. Aire acondicionado funcionando al 100%. $3000 Negociable.",148
Color : GRIS Nissan Altima 2013 Full Extras Automatico Cuero Bolsas Buenas,149
"Precio negociable: no Color : Gris Vendo Mitsubishi Mirage G4 2021 todas las bolsas buenas,motor 1.2cc con modo ECO y modo SPORT con tan solo 3 mil millas comprobables ,pantalla táctil, mandos al volante,Bluetooth,sistemas de radar, paquete eléctrico completo, cámara de retroceso, A/C trabajando al 100, pintura y tapiceria en exelente estado,llantas a un 90%de vida, mantenimiento al día, suspencion muy suave sin ningun ruido esta polarizado. YA TIENE PLACAS Muy elegante Exelente opcion para economizar combustible muy espacioso y cómodo para la familia o trabajo .TRASPASO DIRECTO CARRO A MI NOMBRE Puede llevarlo a una empresa de avalúo de vehículos o puede llevarlo a su mecanico de confianza para revisión pues el carro no tiene ningún detalle PORFAVOR SOLO PERSONAS REALMENTE INTERESADAS NO PERDIDAS DE TIEMPO NO SE HACEN CAMBIOS NI FINANCIAMIENTO SOLO EFECTIVO (PRECIO FIJO)",150
"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra 2014 SV Motor 1.8 Polarizado Mantenimiento al dia 3 modos de manejo eco,sport, antidesrrape Vehiculo super economico",151
"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra SR 2017 con solo 68 mil millas originales a reparar ver más detalles abajo en $7500 negociables para más información llame o escriba al - Motor 2.0 con modo Eco y sport - 68 mil millas originales - Encendido de botón - Sensores de puertas funcionando - 3 modos de manejo ( eco, confort, sport) - Caja sin golpes - Cambios suaves - Suspensión nítida - Rines originales especiales (nunca reparados) - Cámara de retroceso - Mandos al timón - Bluetooth - USB - Auxiliar - Paquete eléctrico - Llantas 8 de 10 - Interior nítido - Asientos súper bien cuidados - Único dueño desde que entró al país - Solo de subirse - Someto a toda prueba - Carrocería 7/10 con un golpe pequeño en la parte trasera del bomper - Aire acondicionado en buen estado - carro camina normal Detalles - Auto con motor en problema de recalentamiento a reparar - costo de la reparación cotizada en $750 - Ventana de piloto de puerta no funcionando Precio $7,500 negociable muestro únicamente en gasolinera puma Escalonia",152
"Color : Negro Bonito Mitsubishi Mirage G4 2021, reciente, poco milage, 4 puertas full extras, vidrios eléctricos, cámara, pantalla, baterías y llantas nuevas. Vendo solo con emisión de gases. Bolsa del timón, tablero abajo del timón y cortina derecha estalladas. Precio negociable",153
"Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Sentra SR 2015 Excelentes condiciones, precio moderadamente negociable. Transmisión automática Motor 1.8 Sistema Eco Millaje 60,000 Todas las bolsas buenas Rines de fábrica Botón de encendido Llave de proximidad Cámara de retroceso Tapicería en perfecto estado Caja, motor y suspensión en excelente estado. Cualquier característica que desee revisar, puede verificarlo con su mecánico de confianza. Más información al . Llamadas y Whatsapp.",154
"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENDO CARRO ESTILO SEDAN 4 PUERTAS , MOTOR 2.0 , DE AGENCIA , ESTANDAR , FULL EXTRAS , RIN 16, POLARIZADO , AIRE ACONDICIONADO, ALARMA DE FÁBRICA, SUSPENSIÒN SUAVE, MOTOR Y CAJA A TODA PRUEBA , VEALO SIN COMPROMISO SAN SALVADOR WHATSAPP",155
"Color : Vino metálico Mantenimiento al día en agencia Recién enllantado Batería nueva A/C en estado óptimo Cámara de retroceso Puerto USB, Bluetooth No chocado, si detalles de carrocería Ventanas eléctricas Se entregarán dos llaves",156
"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Golf GL 1996 standar. 4 velocidades ,4 puertas ,motor cero fugas de aceite, carburado. negociable. está modificado",157
"Precio negociable: si Color : gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Camioneta 5 pasajeros, nítida a toda prueba.",158
DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan sentra,159
Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD 4 puertas. automatico,160
